id,FullName,DisplayName,NamePreferred,Address,Logo,PartnerPrimaryWebURL,PartnerCollectWebURL,PartneRightsURL,PartnerBioDesc,PartnerAACContentDesc,PartnerFoundYear,PartnerParentInst,Acronym,ULANID,TruncatedPartnerLabel,DataRootDomain,ImageRightsStatement,DataRightsStatement
http://data.crystalbridges.org,Crystal Bridges Museum of American Art,Crystal Bridges,FULLNAME,"600 Museum Way, Bentonville, AR 72712",http://crystalbridges.org/wp-content/uploads/2015/11/INST_V_CMYK_pos-01-e1447789574343.png,http://crystalbridges.org,http://collection.crystalbridges.org/collections,http://crystalbridges.org/policies/#rights,"Crystal Bridges Museum of American Art in Bentonville, Arkansas, welcomes all to celebrate the American spirit in a setting that unites the power of art with the beauty of nature. The collection spans five centuries of American masterworks from the Colonial Era to the present day and is enhanced by temporary exhibitions. The museum building, designed by world-renowned architect Moshe Safdie, is located on 120 acres of Ozark forest featuring more than three miles of walking trails enhanced with outdoor artworks. A classic Frank Lloyd Wright Usonian house was relocated to the museum grounds in 2015, adding architecture to the museum's original focus areas of American art and nature.  For more information, visit CrystalBridges.org.","1,691 records from the Crystal Bridges collection including object descriptions, provenance, exhibition history, and bibliography",2011,,,500404081,Crystal Bridges,,"This image has been made available through the AAC website and may be used in accordance with the Walters Art Museum's Policy on Digital Images of Collection Objects, located at http://crystalbridges.org/policies/#rights ."
http://data.theautry.org,Autry Museum of the American West,The Autry,FULLNAME,"4700 Western Heritage Way, Los Angeles, CA 90027",http://collections.theautry.org/mwebgraphics/autrylogo.png,https://theautry.org/,http://collections.theautry.org,,"The Autry Museum of the American West, in Los Angeles, California is dedicated to enriching the public's understanding of the historical and contemporary American West as well as the diversity of the indigenous cultures across the Americas. Its collection animates themes such as California History; Native America; Environment and Western Resources; Ranching and Cowboys; Archaeology and Anthropology; as well as Popular Culture, and includes art, firearms, saddles, Hollywood Western memorabilia, and Native American baskets, ceramics, jewelry and textiles. ","The information contributed by the the Autry Museum of the American West to the American Art Collaborative represents a selection of artwork from the museum's collections. These pieces were chosen to showcase the dynamic and evolving cultural practices of the many diverse peoples and perspectives that have shaped the American West.",1988,,Autry,500312945,Autry Museum; <ObjectID>,,"The images have been made available through the AAC website and may be used in accordance with the Autry Museum of the American West Terms of Use policy, located at https://theautry.org/about-us/terms-use."
http://data.americanart.si.edu,Smithsonian American Art Museum,SAAM,FULLNAME,"8th and F Streets, NW. Washington, DC 20004",/images/partner_logos/SAAM_Logo_Grayscale.png,https://americanart.si.edu,http://edan.si.edu/saam/sparql,http://www.si.edu/termsofuse,"The Smithsonian American Art Museum, the nation's first collection of American art, is an unparalleled record of the American experience. The collection captures the aspirations, character, and imagination of the American people throughout three centuries. The museum is the home to one of the largest and most inclusive collections of American art in the world. Its artworks reveal key aspects of America's rich artistic and cultural history from the colonial period to today.","Artwork descriptions and selected exhibition labels, artist biographies.",1829,Smithsonian Institution,SAAM,500311465,,,"Images are governed by Smithsonian Terms of Use, located at https://www.si.edu/termsofuse."
http://data.museum.colby.edu/aac,Colby College Museum of Art,Colby Museum,FULLNAME,"5600 Mayflower Hill, Waterville, Maine, United States","https://iiif.museum.colby.edu/image/logo/full/300,/0/default.png",http://www.colby.edu/museum,http://www.colby.edu/museum/?s=,,"The Colby College Museum of Art is a collecting and teaching museum dedicated to the preservation, display, and interpretation of the visual arts. The Museum embraces within our collections works of art from diverse cultures and historical periods, with a focus on American art, and commitment to collecting and exhibiting contemporary art. The Museum manages these resources for the benefit of the Colby College community, the region, and the nation, and we aspire to display works that embody the highest standards of achievement.","Catalogue data and didactic labels for over 9,000 artworks.",1959,Colby College,CCMA,500311505,,"Images have been made available through the AAC website are presented with basic information consisting of artist, date and media. When available, an image of the artwork is displayed. Images are presented as a fair use educational resource and commercial use is strictly prohibited. For more information about image rights, please contact Paige Doore <paige.doore@colby.edu>.",
http://data.wildlifeart.org,National Museum of Wildlife Art ,NMWA,FULLNAME,"2820 Rungius Road. Jackson WY, 83001",/images/partner_logos/nwma.jpg,https://www.wildlifeart.org/,,,"The National Museum of Wildlife Art, founded in 1987, is a world-class art museum holding more than 5,000 artworks representing wild animals from around the world. Featuring work by prominent artists such as Edward Hicks, George Catlin, John James Audubon, Albert Bierstadt, Carl Rungius, Edward Kemeys, and Alexander Phimister Proctor, the Museum’s unsurpassed permanent collection chronicles much of the history of wildlife in art, from 2500 B.C. to the present with a focus on American and European Art. Built into a hillside overlooking the National Elk Refuge, the Museum received the designation “National Museum of Wildlife Art of the United States” by order of Congress in 2008. Boasting a museum shop, children’s gallery, restaurant, and outdoor sculpture trail, the Museum is only two-and-a-half miles north of Jackson Town Square, and two miles from the gateway of Grand Teton National Park.","The main collection of the National Museum of Wildlife Art contains American art depicting wildlife from around the world and includes artists such as Edward Hicks, George Catlin, Albert Bierstadt, Carl Rungius, and Edward Kemeys. The collection focuses on historic and contemporary paintings, sculptures, and works on paper. The records in the AAC database are a strong selection of the Museum's historic American art holdings, representing artist who have made significant contributions to the field.",1987,,NMWA,500404082,,,"Any images made available through the AAC website are subject to restrictions outlined in the copyright law of the United States (Title 17, U.S. Code).  They can be used for limited non-commercial, educational, and personal use only, or for fair use as defined in the United States copyright laws. For further details please see the National Museum of Wildlife Art's Terms and Conditions, located at https://www.wildlifeart.org/other-links/terms-and-conditions/. If this image is under copyright, you may need to contact the copyright owners. Any use of the images other than as authorized under these terms or copyright law is prohibited. Determining whether additional permissions are necessary for your particular use, and obtaining such permissions, is the sole responsibility of the user."
http://data.aaa.si.edu/,Archives of American Art,AAA,FULLNAME,"Washington, D.C. Headquarters, 750 9th Street, NW. Victor Building, Suite 2200. Washington, DC 20001",/images/partner_logos/2016-aaa-and-si-logo-lockup-01.png,http://www.aaa.si.edu ,http://www.aaa.si.edu/collections,"http://www.si.edu/termsofuse/","The Archives of American Art collects, preserves, and provides access to primary sources documenting the history of the visual arts of the United States to foster research and encourage a deeper understanding of American art and culture.",Collection descriptions (personal papers and institutional records); and individually described and digitized documents ,1954,Smithsonian Institution,AAA,500269705,"Archives of American Art, Smithsonian Institution. [Collection ID: or Item ID: ]",,
http://data.cartermuseum.org,Amon Carter Museum of American Art,The Amon Carter,FULLNAME,"3501 Camp Bowie Blvd., Fort Worth, TX 76107",/images/partner_logos/logo_ACM_2010_bw.jpg,www.cartermuseum.org,http://www.cartermuseum.org/collection,http://www.cartermuseum.org/rights-and-reproductions,"The Amon Carter Museum of American Art was established through the generosity of Amon G. Carter Sr. (1879-1955) to house his collection of paintings and sculpture by Frederic Remington and Charles M. Russell; to collect, preserve, and exhibit the finest examples of American art; and to serve an educational role through exhibitions, publications, and programs devoted to the study of American art.","The Amon Carter houses premier examples of American painting, sculpture, and works on paper from the nineteenth and twentieth centuries and has over 45,000 photographic prints, making the museum one of the country's major repositories of American photography. ",1961,N/A,ACMAA,500305326,The Amon Carter,,"Any images made available through the AAC website and may be used for noncommercial educational and scholarly uses only in accordance with the Amon Carter Museum of American Art's Terms and Conditions, located at http://www.cartermuseum.org/rights-and-reproductions. If this image is under copyright, you may need to contact the copyright owners. Any use of the images other than as authorized under these terms or copyright law is prohibited. Determining whether additional permissions are necessary for your particular use, and obtaining such permissions, is the sole responsibility of the user."
http://data.americanartcollaborative.org/puam,Princeton University Art Museum,Princeton,fullname,"Princeton, NJ 08544 ",http://artimage.princeton.edu/files/ProductionJpegs/frontpage_PUAM_logo.png,artmuseum.princeton.edu,artmuseum.princeton.edu/collections,http://artmuseum.princeton.edu/image-use-and-access,"With collecting origins dating to the 1750s, the Princeton University Art Museum is one of the finest art museums in the country. Formally established in 1882, its collections feature over 97,000 works of art ranging from ancient to contemporary art and spanning the globe. Its collections of Chinese painting, the art of the ancient Americas, and photography are widely regarded as being among the world's richest. A private institution serving the public good, the Museum is committed to serving the University, local and regional communities, and beyond through a dynamic program of temporary exhibitions, new scholarship, and innovative programming. By collaborating with experts across many disciplines, fostering sustained study of original works of art, and uniting scholarship with broad accessibility, the Museum contributes to the development of critical thinking and visual literacy at Princeton University and enhances the civic fabric of our nation.","Object, artist, and exhibition information for over 10,000 works of American Art - from Ancient American artifacts to contemporary sculpture.",1882,Princeton University,PUAM,500310237,i'm afraid i don't know what  you want here - following the examples i guess it would be Princeton University Art Museum; <objectid>,,
http://data.americanartcollaborative.org/dma,Dallas Museum of Art,DMA,FULLNAME,"1717 North Harwood Street, Dallas, Texas 75201",https://www.dma.org/sites/default/files/dma-logo.png,https://dma.org/,https://dma.org/collection,https://www.dma.org/terms-and-conditions,"The Dallas Museum of Art is both a responsible steward of cultural heritage and a trusted advocate for the essential place of art in the lives of people locally and around the globe. The DMA is transparent, ethical, and takes informed risks. It promotes research, dialogue, and public participation, helping to reveal the insights of artists from every continent over the last 5,000 years.","The information contributed by the DMA to the American Art Colloborative represents its collection of accessioned objects in the public domain, or with no known copyright restrictions, by American creators.",1903,N/A,DMA,500213367,"The DMA is one of the largest art museums in America, located in the nation's largest arts district in downtown Dallas.",,"This image has been made available through the AAC website and may be used for noncommercial educational and scholarly uses only in accordance with the DMA's Terms and Conditions, located at [https://www.dma.org/art-collection/notice-and-disclaimer]. If this image is under copyright, you may need to contact the copyright owners. Any use of the images other than as authorized under these terms or copyright law is prohibited. Determining whether additional permissions are necessary for your particular use, and obtaining such permissions, is the sole responsibility of the user."
http://data.npg.si.edu,National Portrait Gallery,NPG,FULLNAME,"8th and F Streets, NW, Washington, DC 20004",/images/partner_logos/NPG_logo_blue.jpg,http://npg.si.edu/,http://npg.si.edu/portraits,http://www.si.edu/termsofuse,"The Smithsonian’s National Portrait Gallery tells the multifaceted story of America through the individuals who have shaped its culture. Through the visual arts, performing arts and new media, the Portrait Gallery portrays poets and presidents, visionaries and villains, actors and activists whose lives tell the American story.","The information contributed by the NPG to the American Art Colloborative represents over 16,800 accessioned objects that are included in both the NPG and Smithsonian online collections searches.",1962,Smithsonian Institution,NPG,500239941,National Portrait Gallery (Object Number),,"Images are governed by Smithsonian Terms of Use, located at https://www.si.edu/termsofuse"
